name,position,team,unique_str,week,owner,points,status,RostStatus
"Newton, C.",QB,NE,"Newton, C. QB NE",13,f,23.56,Inactive,Bench
"Williams, J.",RB,GB,"Williams, J. RB GB",13,Jess,5.6,Inactive,Bench
"Wentz, C.",QB,PHI,"Wentz, C. QB PHI",13,Jess,4.96,Inactive,Bench
"Gordon, M.",RB,DEN,"Gordon, M. RB DEN",13,Jess,15.2,Inactive,Bench
"Metcalf, D.",WR,SEA,"Metcalf, D. WR SEA",13,Nolan,13.0,Active,Starting
"Chark, D.",WR,JAX,"Chark, D. WR JAX",13,Nolan,6.1,Active,Starting
"Carson, C.",RB,SEA,"Carson, C. RB SEA",13,Nolan,20.0,Active,Starting
"Elliott, E.",RB,DAL,"Elliott, E. RB DAL",13,Nolan,13.5,Active,Starting
"Wilson, R.",QB,SEA,"Wilson, R. QB SEA",13,Nolan,15.02,Active,Starting
"Conner, J.",RB,PIT,"Conner, J. RB PIT",13,Kevin,0.00,Inactive,Reserve
"Aiyuk, B.",WR,SF,"Aiyuk, B. WR SF",13,Kevin,22.1,Inactive,Bench
"Mims, D.",WR,NYJ,"Mims, D. WR NYJ",13,Kevin,8.0,Inactive,Bench
"Henderson, D.",RB,LA,"Henderson, D. RB LA",13,Kevin,15.4,Inactive,Bench
"Elliott, J.",K,PHI,"Elliott, J. K PHI",13,FA,,FA,FA
"Jackson, D.",WR,PHI,"Jackson, D. WR PHI",13,FA,,FA,FA
"Jones, R.",RB,TB,"Jones, R. RB TB",13,Kevin,0.0,Inactive,Bench
"Beasley, C.",WR,BUF,"Beasley, C. WR BUF",13,Kevin,28.0,Inactive,Bench
Colts DEF ,DEF,Colts,Colts DEF ,13,Kevin,12.0,Active,Starting
"Carlson, D.",K,LV,"Carlson, D. K LV",13,Kevin,8.0,Active,Starting
"Parker, D.",WR,MIA,"Parker, D. WR MIA",13,Kevin,7.5,Active,Starting
"Waller, D.",TE,LV,"Waller, D. TE LV",13,Kevin,45.0,Active,Starting
"Lamb, C.",WR,DAL,"Lamb, C. WR DAL",13,Kevin,10.6,Active,Starting
"Brees, D.",QB,NO,"Brees, D. QB NO",13,FA,,FA,FA
"Carr, D.",QB,LV,"Carr, D. QB LV",13,FA,,FA,FA
"Harris, D.",RB,NE,"Harris, D. RB NE",13,Kevin,10.5,Inactive,Bench
"Hopkins, D.",WR,ARI,"Hopkins, D. WR ARI",13,Kevin,19.2,Active,Starting
"Claypool, C.",WR,PIT,"Claypool, C. WR PIT",13,Nolan,5.8,Active,Starting
"Agholor, N.",WR,LV,"Agholor, N. WR LV",13,Nolan,7.8,Active,Starting
Rams DEF ,DEF,Rams,Rams DEF ,13,Jess,11.0,Active,Starting
"Bailey, D.",K,MIN,"Bailey, D. K MIN",13,Jess,6.0,Active,Starting
"Jones, M.",WR,DET,"Jones, M. WR DET",13,Jess,25.6,Active,Starting
"Gesicki, M.",TE,MIA,"Gesicki, M. TE MIA",13,Jess,23.8,Active,Starting
"Smith-Schuster, J.",WR,PIT,"Smith-Schuster, J. WR PIT",13,Jess,9.8,Active,Starting
"Shepard, S.",WR,NYG,"Shepard, S. WR NYG",13,Jess,5.2,Active,Starting
"Jones, J.",WR,ATL,"Jones, J. WR ATL",13,Jess,15.4,Active,Starting
"Montgomery, D.",RB,CHI,"Montgomery, D. RB CHI",13,Jess,27.1,Active,Starting
"Henry, D.",RB,TEN,"Henry, D. RB TEN",13,Jess,5.9,Active,Starting
"Ebron, E.",TE,PIT,"Ebron, E. TE PIT",13,Nolan,13.8,Active,Starting
"Herbert, J.",QB,LAC,"Herbert, J. QB LAC",13,Jess,4.36,Active,Starting
Browns DEF ,DEF,Browns,Browns DEF ,13,Nolan,5.0,Inactive,Bench
"Tate, G.",WR,NYG,"Tate, G. WR NYG",13,FA,,FA,FA
"Brown, M.",RB,LA,"Brown, M. RB LA",13,FA,,FA,FA
"Meyers, J.",WR,NE,"Meyers, J. WR NE",13,Nolan,3.5,Inactive,Bench
"Jacobs, J.",RB,LV,"Jacobs, J. RB LV",13,Nolan,0.0,Inactive,Bench
"Williams, M.",WR,LAC,"Williams, M. WR LAC",13,Nolan,8.3,Inactive,Bench
"Smith, J.",TE,TEN,"Smith, J. TE TEN",13,Nolan,0.0,Inactive,Bench
"Higgins, R.",WR,CLE,"Higgins, R. WR CLE",13,Nolan,21.5,Inactive,Bench
Ravens DEF ,DEF,Ravens,Ravens DEF ,13,Nolan,4.0,Active,Starting
"Fuller, W.",WR,HOU,"Fuller, W. WR HOU",13,Nolan,0.00,Inactive,Reserve
"Bullock, R.",K,CIN,"Bullock, R. K CIN",13,FA,,FA,FA
"Jeffery, A.",WR,PHI,"Jeffery, A. WR PHI",13,FA,,FA,FA
"Fells, D.",TE,HOU,"Fells, D. TE HOU",13,FA,,FA,FA
"Patrick, T.",WR,DEN,"Patrick, T. WR DEN",13,FA,,FA,FA
"Hill, T.",QB,NO,"Hill, T. QB NO",13,FA,,FA,FA
"Slayton, D.",WR,NYG,"Slayton, D. WR NYG",13,FA,,FA,FA
"Freeman, D.",RB,NYG,"Freeman, D. RB NYG",13,FA,,FA,FA
"Burrow, J.",QB,CIN,"Burrow, J. QB CIN",13,FA,,FA,FA
"Sanders, M.",RB,PHI,"Sanders, M. RB PHI",13,Jake,3.1,Active,Starting
"Edwards-Helaire, C.",RB,KC,"Edwards-Helaire, C. RB KC",13,Jake,0.0,Active,Starting
"Lockett, T.",WR,SEA,"Lockett, T. WR SEA",13,Jake,12.3,Active,Starting
"Hill, T.",WR,KC,"Hill, T. WR KC",13,Jake,14.8,Active,Starting
Football Team DEF ,DEF,TFootballeFootballaFootballm,Football Team DEF ,13,FA,,FA,FA
"Ahmed, S.",RB,MIA,"Ahmed, S. RB MIA",13,FA,,FA,FA
"Thomas, M.",WR,NO,"Thomas, M. WR NO",13,Jake,19.5,Active,Starting
"Hockenson, T.",TE,DET,"Hockenson, T. TE DET",13,Jake,15.4,Active,Starting
"Gostkowski, S.",K,TEN,"Gostkowski, S. K TEN",13,FA,,FA,FA
"Hilton, T.",WR,IND,"Hilton, T. WR IND",13,FA,,FA,FA
"Gallman, W.",RB,NYG,"Gallman, W. RB NYG",13,Jake,13.5,Active,Starting
"Blankenship, R.",K,IND,"Blankenship, R. K IND",13,Jake,7.0,Active,Starting
"Edelman, J.",WR,NE,"Edelman, J. WR NE",13,FA,,FA,FA
"Ryan, M.",QB,ATL,"Ryan, M. QB ATL",13,Lucas,12.92,Active,Starting
"Fulgham, T.",WR,PHI,"Fulgham, T. WR PHI",13,Jake,0.0,Inactive,Bench
"Lazard, A.",WR,GB,"Lazard, A. WR GB",13,Jake,8.0,Inactive,Bench
"Hunt, K.",RB,CLE,"Hunt, K. RB CLE",13,Jake,8.7,Inactive,Bench
"Bridgewater, T.",QB,CAR,"Bridgewater, T. QB CAR",13,FA,,FA,FA
"Boswell, C.",K,PIT,"Boswell, C. K PIT",13,FA,,FA,FA
"Smith, T.",WR,NO,"Smith, T. WR NO",13,FA,,FA,FA
"Prater, M.",K,DET,"Prater, M. K DET",13,FA,,FA,FA
"Campbell, P.",WR,IND,"Campbell, P. WR IND",13,FA,,FA,FA
"Anderson, R.",WR,CAR,"Anderson, R. WR CAR",13,Jake,0.0,Inactive,Bench
"Henry, H.",TE,LAC,"Henry, H. TE LAC",13,Jake,1.5,Inactive,Bench
"Davis, M.",RB,CAR,"Davis, M. RB CAR",13,Jake,0.0,Inactive,Bench
Dolphins DEF ,DEF,Dolphins,Dolphins DEF ,13,Jake,14.0,Active,Starting
"Shenault, L.",WR,JAX,"Shenault, L. WR JAX",13,FA,,FA,FA
"Hurts, J.",QB,PHI,"Hurts, J. QB PHI",13,FA,,FA,FA
"Gage, R.",WR,ATL,"Gage, R. WR ATL",13,FA,,FA,FA
"Watson, D.",QB,HOU,"Watson, D. QB HOU",13,Jake,19.44,Active,Starting
"Akers, C.",RB,LA,"Akers, C. RB LA",13,FA,,FA,FA
"Gano, G.",K,NYG,"Gano, G. K NYG",13,FA,,FA,FA
"Howard, J.",RB,Free Agent,"Howard, J. RB Free Agent",13,FA,,FA,FA
"Burkhead, R.",RB,NE,"Burkhead, R. RB NE",13,FA,,FA,FA
"Ingram, M.",RB,BAL,"Ingram, M. RB BAL",13,FA,,FA,FA
"Succop, R.",K,TB,"Succop, R. K TB",13,FA,,FA,FA
"Cobb, R.",WR,HOU,"Cobb, R. WR HOU",13,FA,,FA,FA
"Manhertz, C.",TE,CAR,"Manhertz, C. TE CAR",13,FA,,FA,FA
"Hill, B.",RB,ATL,"Hill, B. RB ATL",13,FA,,FA,FA
"Howard, O.",TE,TB,"Howard, O. TE TB",13,FA,,FA,FA
"Jackson, J.",RB,LAC,"Jackson, J. RB LAC",13,FA,,FA,FA
"Higbee, T.",TE,LA,"Higbee, T. TE LA",13,FA,,FA,FA
"Alie-Cox, M.",TE,IND,"Alie-Cox, M. TE IND",13,FA,,FA,FA
"Ward, G.",WR,PHI,"Ward, G. WR PHI",13,FA,,FA,FA
"Coleman, T.",RB,SF,"Coleman, T. RB SF",13,FA,,FA,FA
"Prescott, D.",QB,DAL,"Prescott, D. QB DAL",13,FA,,FA,FA
"Lindsay, P.",RB,DEN,"Lindsay, P. RB DEN",13,FA,,FA,FA
"Minshew, G.",QB,JAX,"Minshew, G. QB JAX",13,FA,,FA,FA
"Beckham, O.",WR,CLE,"Beckham, O. WR CLE",13,FA,,FA,FA
"Hyde, C.",RB,SEA,"Hyde, C. RB SEA",13,FA,,FA,FA
Broncos DEF ,DEF,Broncos,Broncos DEF ,13,FA,,FA,FA
"Lambo, J.",K,JAX,"Lambo, J. K JAX",13,FA,,FA,FA
"Valdes-Scantling, M.",WR,GB,"Valdes-Scantling, M. WR GB",13,FA,,FA,FA
"Harry, N.",WR,NE,"Harry, N. WR NE",13,FA,,FA,FA
"Grant, J.",WR,MIA,"Grant, J. WR MIA",13,FA,,FA,FA
"Mattison, A.",RB,MIN,"Mattison, A. RB MIN",13,FA,,FA,FA
"Schultz, D.",TE,DAL,"Schultz, D. TE DAL",13,FA,,FA,FA
"Dallas, D.",RB,SEA,"Dallas, D. RB SEA",13,FA,,FA,FA
"Barkley, S.",RB,NYG,"Barkley, S. RB NYG",13,FA,,FA,FA
"Brown, M.",WR,BAL,"Brown, M. WR BAL",13,FA,,FA,FA
Bears DEF ,DEF,Bears,Bears DEF ,13,FA,,FA,FA
"Thompson, C.",RB,JAX,"Thompson, C. RB JAX",13,FA,,FA,FA
"Johnson, D.",RB,CLE,"Johnson, D. RB CLE",13,FA,,FA,FA
"Crosby, M.",K,GB,"Crosby, M. K GB",13,FA,,FA,FA
Bills DEF ,DEF,Bills,Bills DEF ,13,FA,,FA,FA
"McCaffrey, C.",RB,CAR,"McCaffrey, C. RB CAR",13,Lucas,0.0,Inactive,Bench
"Fitzpatrick, R.",QB,MIA,"Fitzpatrick, R. QB MIA",13,FA,,FA,FA
"Jefferson, J.",WR,MIN,"Jefferson, J. WR MIN",13,Lucas,27.3,Active,Starting
"Reagor, J.",WR,PHI,"Reagor, J. WR PHI",13,FA,,FA,FA
"Tonyan, R.",TE,GB,"Tonyan, R. TE GB",13,Lucas,13.9,Active,Starting
"Gould, R.",K,SF,"Gould, R. K SF",13,FA,,FA,FA
"Singletary, D.",RB,BUF,"Singletary, D. RB BUF",13,Lucas,11.3,Active,Starting
"Rodgers, A.",QB,GB,"Rodgers, A. QB GB",13,Graham,23.5,Active,Starting
"Tucker, J.",K,BAL,"Tucker, J. K BAL",13,Lucas,10.0,Active,Starting
"Jackson, L.",QB,BAL,"Jackson, L. QB BAL",13,Lucas,25.68,Inactive,Reserve
"Brown, J.",WR,BUF,"Brown, J. WR BUF",13,Lucas,0.00,Inactive,Reserve
"Hardman, M.",WR,KC,"Hardman, M. WR KC",13,Lucas,3.0,Inactive,Bench
"Sutton, C.",WR,DEN,"Sutton, C. WR DEN",13,FA,,FA,FA
"Andrews, M.",TE,BAL,"Andrews, M. TE BAL",13,Lucas,0.0,Inactive,Bench
49ers DEF ,DEF,49ers,49ers DEF ,13,Lucas,2.0,Active,Starting
"Gallup, M.",WR,DAL,"Gallup, M. WR DAL",13,Lucas,21.6,Inactive,Bench
"Peterson, A.",RB,DET,"Peterson, A. RB DET",13,Lucas,17.7,Inactive,Bench
"Michel, S.",RB,NE,"Michel, S. RB NE",13,FA,,FA,FA
"Hasty, J.",RB,SF,"Hasty, J. RB SF",13,FA,,FA,FA
"Godwin, C.",WR,TB,"Godwin, C. WR TB",13,Lucas,0.0,Inactive,Bench
"Cooper, A.",WR,DAL,"Cooper, A. WR DAL",13,Lucas,16.3,Active,Starting
Panthers DEF ,DEF,Panthers,Panthers DEF ,13,FA,,FA,FA
"Kelley, J.",RB,LAC,"Kelley, J. RB LAC",13,FA,,FA,FA
"Moss, Z.",RB,BUF,"Moss, Z. RB BUF",13,FA,,FA,FA
"Miller, S.",WR,TB,"Miller, S. WR TB",13,FA,,FA,FA
"Kirk, C.",WR,ARI,"Kirk, C. WR ARI",13,Lucas,1.2,Active,Starting
"McManus, B.",K,DEN,"McManus, B. K DEN",13,FA,,FA,FA
"Mostert, R.",RB,SF,"Mostert, R. RB SF",13,Lucas,5.3,Active,Starting
"Gore, F.",RB,NYJ,"Gore, F. RB NYJ",13,Lucas,0.2,Active,Starting
"Hardman, M.",WR,KC,"Hardman, M. WR KC",14,Lucas,19.2,Inactive,Bench
"Brown, J.",WR,BUF,"Brown, J. WR BUF",14,Lucas,0.00,Inactive,Reserve
Patriots DEF ,DEF,Patriots,Patriots DEF ,14,Graham,4.0,Active,Starting
"Rodgers, A.",QB,GB,"Rodgers, A. QB GB",14,Graham,30.9,Active,Starting
Bears DEF ,DEF,Bears,Bears DEF ,14,FA,,FA,FA
"Drake, K.",RB,ARI,"Drake, K. RB ARI",14,Graham,16.0,Active,Starting
"Reed, J.",TE,SF,"Reed, J. TE SF",14,Graham,3.3,Inactive,Bench
"Jackson, L.",QB,BAL,"Jackson, L. QB BAL",14,Lucas,34.92,Inactive,Reserve
"Thompson, C.",RB,JAX,"Thompson, C. RB JAX",14,FA,,FA,FA
"Murray, L.",RB,NO,"Murray, L. RB NO",14,Graham,1.7,Inactive,Bench
"Dallas, D.",RB,SEA,"Dallas, D. RB SEA",14,FA,,FA,FA
"Myers, J.",K,SEA,"Myers, J. K SEA",14,Graham,10.0,Active,Starting
"Ridley, C.",WR,ATL,"Ridley, C. WR ATL",14,Graham,26.4,Active,Starting
"Bernard, G.",RB,CIN,"Bernard, G. RB CIN",14,Matt,3.3,Active,Starting
"Howard, J.",RB,Free Agent,"Howard, J. RB Free Agent",14,FA,,FA,FA
"Chubb, N.",RB,CLE,"Chubb, N. RB CLE",14,Matt,24.3,Active,Starting
"Ward, G.",WR,PHI,"Ward, G. WR PHI",14,FA,,FA,FA
"Allen, K.",WR,LAC,"Allen, K. WR LAC",14,Matt,20.2,Active,Starting
"Tate, G.",WR,NYG,"Tate, G. WR NYG",14,FA,,FA,FA
"Taylor, J.",RB,IND,"Taylor, J. RB IND",14,Graham,30.5,Active,Starting
"Akins, J.",TE,HOU,"Akins, J. TE HOU",14,Graham,5.0,Active,Starting
"Edwards, B.",WR,LV,"Edwards, B. WR LV",14,FA,,FA,FA
"Reagor, J.",WR,PHI,"Reagor, J. WR PHI",14,FA,,FA,FA
"Johnson, D.",WR,PIT,"Johnson, D. WR PIT",14,Graham,8.0,Active,Starting
"Hill, B.",RB,ATL,"Hill, B. RB ATL",14,FA,,FA,FA
"Thielen, A.",WR,MIN,"Thielen, A. WR MIN",14,Graham,6.9,Active,Starting
"Cobb, R.",WR,HOU,"Cobb, R. WR HOU",14,FA,,FA,FA
"Jones, A.",RB,GB,"Jones, A. RB GB",14,Graham,9.5,Active,Starting
"Alie-Cox, M.",TE,IND,"Alie-Cox, M. TE IND",14,FA,,FA,FA
"Hurts, J.",QB,PHI,"Hurts, J. QB PHI",14,FA,,FA,FA
"Evans, M.",WR,TB,"Evans, M. WR TB",14,Graham,8.6,Inactive,Bench
"Davis, C.",WR,TEN,"Davis, C. WR TEN",14,Liam,4.4,Active,Starting
"Ahmed, S.",RB,MIA,"Ahmed, S. RB MIA",14,FA,,FA,FA
"Koo, Y.",K,ATL,"Koo, Y. K ATL",14,Liam,6.0,Active,Starting
Saints DEF ,DEF,Saints,Saints DEF ,14,Liam,2.0,Active,Starting
"Hasty, J.",RB,SF,"Hasty, J. RB SF",14,FA,,FA,FA
"Penny, R.",RB,SEA,"Penny, R. RB SEA",14,FA,,FA,FA
"Gurley, T.",RB,ATL,"Gurley, T. RB ATL",14,Liam,5.1,Inactive,Bench
"Miller, S.",WR,TB,"Miller, S. WR TB",14,FA,,FA,FA
"Prater, M.",K,DET,"Prater, M. K DET",14,FA,,FA,FA
"Fells, D.",TE,HOU,"Fells, D. TE HOU",14,FA,,FA,FA
"McManus, B.",K,DEN,"McManus, B. K DEN",14,FA,,FA,FA
"Higgins, T.",WR,CIN,"Higgins, T. WR CIN",14,Liam,9.9,Inactive,Bench
"Pollard, T.",RB,DAL,"Pollard, T. RB DAL",14,Liam,20.5,Inactive,Bench
"Ballage, K.",RB,LAC,"Ballage, K. RB LAC",14,Liam,3.0,Inactive,Bench
"Bridgewater, T.",QB,CAR,"Bridgewater, T. QB CAR",14,FA,,FA,FA
"Jeudy, J.",WR,DEN,"Jeudy, J. WR DEN",14,Liam,6.2,Inactive,Bench
Cardinals DEF ,DEF,Cardinals,Cardinals DEF ,14,Liam,18.0,Inactive,Bench
"Brady, T.",QB,TB,"Brady, T. QB TB",14,Matt,15.64,Active,Starting
"Goedert, D.",TE,PHI,"Goedert, D. TE PHI",14,Liam,8.3,Active,Starting
"Johnson, D.",RB,HOU,"Johnson, D. RB HOU",14,Graham,7.9,Inactive,Bench
Broncos DEF ,DEF,Broncos,Broncos DEF ,14,FA,,FA,FA
"Fournette, L.",RB,TB,"Fournette, L. RB TB",14,Graham,0.0,Inactive,Bench
"Minshew, G.",QB,JAX,"Minshew, G. QB JAX",14,FA,,FA,FA
"Johnson, D.",RB,CLE,"Johnson, D. RB CLE",14,FA,,FA,FA
"Harris, D.",WR,NO,"Harris, D. WR NO",14,FA,,FA,FA
"Edmonds, C.",RB,ARI,"Edmonds, C. RB ARI",14,Graham,11.5,Inactive,Bench
"Grant, J.",WR,MIA,"Grant, J. WR MIA",14,FA,,FA,FA
"Cousins, K.",QB,MIN,"Cousins, K. QB MIN",14,FA,,FA,FA
"Armstead, R.",RB,JAX,"Armstead, R. RB JAX",14,Graham,0.00,Inactive,Reserve
"Allen, J.",QB,BUF,"Allen, J. QB BUF",14,Liam,18.32,Active,Starting
"Ekeler, A.",RB,LAC,"Ekeler, A. RB LAC",14,Liam,23.6,Active,Starting
"Hill, T.",QB,NO,"Hill, T. QB NO",14,FA,,FA,FA
"Landry, J.",WR,CLE,"Landry, J. WR CLE",14,Liam,11.68,Active,Starting
"Adams, D.",WR,GB,"Adams, D. WR GB",14,Liam,24.5,Active,Starting
"Kupp, C.",WR,LA,"Kupp, C. WR LA",14,Liam,14.3,Active,Starting
"Patrick, T.",WR,DEN,"Patrick, T. WR DEN",14,FA,,FA,FA
"Bailey, D.",K,MIN,"Bailey, D. K MIN",14,Jess,-1.0,Active,Starting
"Scott, B.",RB,PHI,"Scott, B. RB PHI",14,f,2.7,Active,Starting
"Gano, G.",K,NYG,"Gano, G. K NYG",14,FA,,FA,FA
"Sanders, J.",K,MIA,"Sanders, J. K MIA",14,Nolan,10.0,Active,Starting
"Jacobs, J.",RB,LV,"Jacobs, J. RB LV",14,Nolan,10.4,Active,Starting
"Ebron, E.",TE,PIT,"Ebron, E. TE PIT",14,Nolan,7.0,Active,Starting
"Claypool, C.",WR,PIT,"Claypool, C. WR PIT",14,Nolan,4.5,Active,Starting
"Metcalf, D.",WR,SEA,"Metcalf, D. WR SEA",14,Nolan,18.1,Active,Starting
"Robinson, J.",RB,JAX,"Robinson, J. RB JAX",14,Sam,12.3,Active,Starting
"Woods, R.",WR,LA,"Woods, R. WR LA",14,Sam,8.1,Active,Starting
"Chark, D.",WR,JAX,"Chark, D. WR JAX",14,Nolan,3.6,Active,Starting
"Carson, C.",RB,SEA,"Carson, C. RB SEA",14,Nolan,18.8,Active,Starting
"Elliott, E.",RB,DAL,"Elliott, E. RB DAL",14,Nolan,7.9,Active,Starting
"Wilson, R.",QB,SEA,"Wilson, R. QB SEA",14,Nolan,22.14,Active,Starting
"Snell, B.",RB,PIT,"Snell, B. RB PIT",14,FA,,FA,FA
"Diggs, S.",WR,BUF,"Diggs, S. WR BUF",14,Sam,29.1,Active,Starting
"Aiyuk, B.",WR,SF,"Aiyuk, B. WR SF",14,Kevin,22.9,Inactive,Bench
"Mims, D.",WR,NYJ,"Mims, D. WR NYJ",14,Kevin,0.0,Inactive,Bench
"Henderson, D.",RB,LA,"Henderson, D. RB LA",14,Kevin,0.5,Inactive,Bench
"Harris, D.",RB,NE,"Harris, D. RB NE",14,Kevin,6.0,Inactive,Bench
"Parker, D.",WR,MIA,"Parker, D. WR MIA",14,Kevin,0.0,Inactive,Bench
"Beasley, C.",WR,BUF,"Beasley, C. WR BUF",14,Kevin,9.1,Inactive,Bench
Colts DEF ,DEF,Colts,Colts DEF ,14,Kevin,12.0,Active,Starting
"Carlson, D.",K,LV,"Carlson, D. K LV",14,Kevin,9.0,Active,Starting
"Samuel, D.",WR,SF,"Samuel, D. WR SF",14,Sam,0.9,Active,Starting
"Jones, R.",RB,TB,"Jones, R. RB TB",14,Kevin,15.4,Active,Starting
Ravens DEF ,DEF,Ravens,Ravens DEF ,14,Nolan,0.0,Active,Starting
"Agholor, N.",WR,LV,"Agholor, N. WR LV",14,Nolan,21.0,Inactive,Bench
"Coutee, K.",WR,HOU,"Coutee, K. WR HOU",14,FA,,FA,FA
"Higgins, R.",WR,CLE,"Higgins, R. WR CLE",14,Nolan,18.8,Inactive,Bench
"Jones, M.",WR,DET,"Jones, M. WR DET",14,Jess,8.8,Active,Starting
"Gesicki, M.",TE,MIA,"Gesicki, M. TE MIA",14,Jess,23.5,Active,Starting
Rams DEF ,DEF,Rams,Rams DEF ,14,Jess,21.0,Active,Starting
"Smith-Schuster, J.",WR,PIT,"Smith-Schuster, J. WR PIT",14,Jess,17.5,Active,Starting
"Jeffery, A.",WR,PHI,"Jeffery, A. WR PHI",14,FA,,FA,FA
"Wentz, C.",QB,PHI,"Wentz, C. QB PHI",14,Jess,0.0,Inactive,Bench
"Williams, J.",RB,GB,"Williams, J. RB GB",14,Jess,5.8,Inactive,Bench
"Moore, D.",WR,CAR,"Moore, D. WR CAR",14,Jess,0.0,Inactive,Bench
"Renfrow, H.",WR,LV,"Renfrow, H. WR LV",14,Jess,7.9,Inactive,Bench
"Breida, M.",RB,MIA,"Breida, M. RB MIA",14,FA,,FA,FA
"Butker, H.",K,KC,"Butker, H. K KC",14,Jess,8.0,Inactive,Bench
"Waller, D.",TE,LV,"Waller, D. TE LV",14,Kevin,14.5,Active,Starting
"Shepard, S.",WR,NYG,"Shepard, S. WR NYG",14,Jess,6.5,Active,Starting
"Montgomery, D.",RB,CHI,"Montgomery, D. RB CHI",14,Jess,24.5,Active,Starting
"Henry, D.",RB,TEN,"Henry, D. RB TEN",14,Jess,36.2,Active,Starting
"Herbert, J.",QB,LAC,"Herbert, J. QB LAC",14,Jess,15.72,Active,Starting
"Fuller, W.",WR,HOU,"Fuller, W. WR HOU",14,Nolan,0.00,Inactive,Reserve
Browns DEF ,DEF,Browns,Browns DEF ,14,Nolan,2.0,Inactive,Bench
"Meyers, J.",WR,NE,"Meyers, J. WR NE",14,Nolan,8.7,Inactive,Bench
"Williams, M.",WR,LAC,"Williams, M. WR LAC",14,Nolan,0.0,Inactive,Bench
"Fitzpatrick, R.",QB,MIA,"Fitzpatrick, R. QB MIA",14,FA,,FA,FA
"Murray, K.",QB,ARI,"Murray, K. QB ARI",14,Sam,18.46,Active,Starting
"Cook, D.",RB,MIN,"Cook, D. RB MIN",14,Sam,19.0,Active,Starting
"Smith, J.",TE,TEN,"Smith, J. TE TEN",14,Nolan,4.3,Inactive,Bench
"Jones, J.",WR,ATL,"Jones, J. WR ATL",14,Jess,0.0,Active,Starting
"Smith, T.",WR,NO,"Smith, T. WR NO",14,FA,,FA,FA
"Lamb, C.",WR,DAL,"Lamb, C. WR DAL",14,Kevin,8.1,Active,Starting
"Gronkowski, R.",TE,TB,"Gronkowski, R. TE TB",14,Sam,7.2,Active,Starting
"Cole, K.",WR,JAX,"Cole, K. WR JAX",14,f,19.7,Active,Starting
"Booker, D.",RB,LV,"Booker, D. RB LV",14,Matt,4.9,Inactive,Bench
"White, J.",RB,NE,"White, J. RB NE",14,Matt,2.8,Inactive,Bench
"Cooks, B.",WR,HOU,"Cooks, B. WR HOU",14,Matt,0.0,Inactive,Bench
"Kelce, T.",TE,KC,"Kelce, T. TE KC",14,f,27.6,Active,Starting
"Zuerlein, G.",K,DAL,"Zuerlein, G. K DAL",14,f,14.0,Active,Starting
Steelers DEF ,DEF,Steelers,Steelers DEF ,14,f,6.0,Active,Starting
"Graham, J.",TE,CHI,"Graham, J. TE CHI",14,f,12.3,Inactive,Bench
"Newton, C.",QB,NE,"Newton, C. QB NE",14,f,4.36,Inactive,Bench
"McKissic, J.",RB,WAS,"McKissic, J. RB WAS",14,f,10.6,Inactive,Bench
Seahawks DEF ,DEF,Seahawks,Seahawks DEF ,14,Matt,12.0,Active,Starting
"Lutz, W.",K,NO,"Lutz, W. K NO",14,Matt,3.0,Active,Starting
"Brown, A.",WR,TB,"Brown, A. WR TB",14,Matt,9.9,Active,Starting
"Gaskin, M.",RB,MIA,"Gaskin, M. RB MIA",14,f,0.0,Inactive,Bench
"Fant, N.",TE,DEN,"Fant, N. TE DEN",14,f,0.0,Inactive,Bench
"Howard, O.",TE,TB,"Howard, O. TE TB",14,FA,,FA,FA
"Ruggs, H.",WR,LV,"Ruggs, H. WR LV",14,f,7.2,Inactive,Bench
"Williams, P.",WR,MIA,"Williams, P. WR MIA",14,f,0.00,Inactive,Reserve
"Manhertz, C.",TE,CAR,"Manhertz, C. TE CAR",14,FA,,FA,FA
"Engram, E.",TE,NYG,"Engram, E. TE NYG",14,Matt,3.8,Active,Starting
"Brown, A.",WR,TEN,"Brown, A. WR TEN",14,Matt,24.2,Active,Starting
"Robinson, A.",WR,CHI,"Robinson, A. WR CHI",14,Matt,27.3,Active,Starting
"Burkhead, R.",RB,NE,"Burkhead, R. RB NE",14,FA,,FA,FA
"Boyd, T.",WR,CIN,"Boyd, T. WR CIN",14,f,9.3,Active,Starting
"Lambo, J.",K,JAX,"Lambo, J. K JAX",14,FA,,FA,FA
"Patterson, C.",WR,CHI,"Patterson, C. WR CHI",14,f,2.6,Active,Starting
"Johnson, D.",RB,HOU,"Johnson, D. RB HOU",14,f,0.0,Active,Starting
"Swift, D.",RB,DET,"Swift, D. RB DET",14,Sam,15.0,Active,Starting
"Bass, T.",K,BUF,"Bass, T. K BUF",14,Sam,7.0,Active,Starting
"McLaurin, T.",WR,WAS,"McLaurin, T. WR WAS",14,Kevin,4.4,Active,Starting
"Hopkins, D.",WR,ARI,"Hopkins, D. WR ARI",14,Kevin,22.6,Active,Starting
"Kamara, A.",RB,NO,"Kamara, A. RB NO",14,Kevin,22.4,Active,Starting
Panthers DEF ,DEF,Panthers,Panthers DEF ,14,Sam,2.0,Active,Starting
"Conner, J.",RB,PIT,"Conner, J. RB PIT",14,Kevin,1.8,Active,Starting
"Mahomes, P.",QB,KC,"Mahomes, P. QB KC",14,Kevin,18.62,Active,Starting
"Kittle, G.",TE,SF,"Kittle, G. TE SF",14,Matt,0.00,Inactive,Reserve
